company,domain,country,region,vertical,productFit,status,confidenceTier,confidenceScore,archetype,evidenceType,evidenceSnippet,description
"MicroSourcing","microsourcing.com","PH","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Outsourcing provider for offshoring teams and contact center services."
"Alorica Asia Pacific","alorica.com","PH","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Customer experience solutions and contact center services."
"Ventura Corporation","ventura.com.au","AU","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","call center","Provides customer contact solutions, implying substantial use of voice technology."
"The Resource Group (TRG)","trgworld.com","PK","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","outsourc","Business process outsourcing company focused on customer experience solutions."
"Skedulo","skedulo.com","AU","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","call automation","Mobile workforce management platform with call automation capabilities."
"Aisera","aisera.com","India","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","AI-driven service management platform; automates IT and customer support with virtual assistants."
"Frontdesk AI","frontdesk.ai","AU","APAC","technology","ai-agent","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","ai receptionist","AI receptionist for managing phone calls and appointments"
"Vymo","vymo.com","IN","APAC","technology","ai-agent","validated","tier2","70","Platform builders embedding telephony / voice automation","embedded_voice_platforms","telephony","Sales automation platform using AI to guide sales reps; integrates with telephony systems."
"HappyFox","happyfox.com","India","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Help desk software with chatbot and AI integration to automate customer support."
"Kapture CX","kapture.cx","IN","APAC","technology","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","cx","AI-powered customer service automation platform. "
"Alora AI","aloraai.com","IN","APAC","technology","ai-agent","unverified","tier3","30","","voice_agent","AI Voice Agents","Provides AI-powered voice agents for customer service and sales."
"Transcosmos Asia Philippines, Inc.","trans-cosmos.com.ph","PH","APAC","technology","ai-agent","unverified","tier3","30","","voice_agent","AI and automation, chatbots and voicebots","Offers contact center services enhanced by AI and automation, including chatbots and voicebots."
"Alorica Philippines, Inc.","alorica.com","PH","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Provides customer experience solutions, including contact center services with AI and automation capabilities."
"Sitel Philippines Corporation","sitel.com","PH","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Provides customer experience solutions, including contact center services enhanced by AI and automation."
"Sutherland Global Services","sutherlandglobal.com","IN","APAC","technology","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","contact center","Provides BPO services, including AI powered contact center services"
"Harrison.ai","harrison.ai","Australia","APAC","healthtech","voice-ai","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","patient","AI-powered healthcare solutions for diagnostics and patient management, potential for voice-based interfaces."
"Komodo Health","komodohealth.com","AU","APAC","healthcare","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","patient","AI for disease understanding and clinical development"
"Mable","mable.com.au","Australia","APAC","healthtech","voice-ai","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","scheduling","Platform connecting people with disabilities with support workers. Likely relies on phone communication for scheduling and coordination."
"Soul Machines","soulmachines.com","New Zealand","APAC","any","voice-ai","validated","tier2","70","AI agent / voice agent builders","ai_agent_builders","voice agent","Digital humans for customer service."
"Providence Care","providencecare.com.au","AU","APAC","healthcare","voice-api","unverified","tier3","30","","phone_workflow","Aged care services needing coordination and patient support calls","Aged care services with a focus on care coordination, likely heavy phone use."
"Halaxy","halaxy.com","Australia","APAC","healthtech","voice-ai","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","appointment","Practice management software for healthcare professionals. Likely needing voice-based appointment reminders and communication."
"MyDr","mydr.com.au","Australia","APAC","Healthtech","voice-ai","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","patient","Online health information and directory. May implement voice search and telehealth features."
"UpGuard","upguard.com","Australia","APAC","fintech","voice-api","validated","tier3","70","","","","Third-party risk and attack surface management."
"SimPRO","simpro.com","AU","APAC","technology","voice-api","validated","tier3","70","","","","Field service management software utilizing calls for support and assistance."
"Procore Technologies","procore.com","AU","APAC","technology","voice-api","validated","tier3","70","","","","Construction management software using phone communication and field assistance."
"Kyash","kyash.co","JP","APAC","fintech","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Mobile payment app with customer support features."
"PolicyPal","policypal.com","Singapore","APAC","insurtech","voice-ai","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","verification","Insurance platform providing policy management and claims assistance."
"Singlife","singlife.com","Singapore","APAC","insurtech","voice-ai","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Digital life insurance company."
"Atome","atome.sg","SG","APAC","fintech","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","collections","Buy now pay later service with customer support."
"airasia move","airasia.com","MY","APAC","travel tech","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","phone support","AirAsia's travel platform (formerly AirAsia Super App), including flights, hotels, and ride-hailing."
"Traveloka","traveloka.com","ID","APAC","travel tech","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","phone support","Online travel agency providing flight and hotel bookings."
"Luno","luno.com","SG","APAC","fintech","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Cryptocurrency exchange platform with customer support."
"Telix Pharmaceuticals","telixpharma.com","AU","APAC","healthcare","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","patient","Biopharmaceutical company focused on developing diagnostic and therapeutic products."
"Braintree Payments","braintreepayments.com/au","AU","APAC","fintech","ai-agent","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Payment processing platform with customer support."
"Afterpay","afterpay.com","AU","APAC","fintech","ai-agent","validated","tier2","70","Vertical software with phone-native workflows","vertical_phone_workflows","collections","Buy now pay later service."
"Seedly","seedly.sg","Singapore","APAC","fintech","voice-ai","validated","tier2","70","Contact-center / BPO / CX operators","cx_operators","customer support","Personal finance platform with robo-advisory features."
